category,tool,official_url,market_role,buyer,core_use_case,pricing_model,status,evidence_date,evidence_confidence
Feature flags,VWO,https://vwo.com,challenger,Product/marketing,Experimentation and conversion optimization,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,AB Tasty,https://www.abtasty.com,challenger,Product/marketing,Experimentation and personalization,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Feature flags,Eppo,https://www.geteppo.com,challenger,Data/product teams,Experimentation platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,1Password,https://1password.com,leader,Security/IT,Password and secrets management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,Bitwarden,https://bitwarden.com,leader,Security/IT,Password and secrets management,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,Keeper,https://www.keepersecurity.com,leader,Security/IT,Password and secrets management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,Dashlane,https://www.dashlane.com,challenger,Security/IT,Password management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,LastPass,https://www.lastpass.com,challenger,Security/IT,Password management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,Proton Pass,https://proton.me/pass,challenger,Security/IT,Password management,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,HashiCorp Vault,https://www.hashicorp.com/products/vault,leader,Platform/security teams,Secrets and machine identity management,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,CyberArk Conjur,https://www.cyberark.com/products/secrets-management,leader,Enterprise security,Secrets management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,Doppler,https://www.doppler.com,challenger,Developers,Secrets management,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Secrets/passwords,AWS Secrets Manager,https://aws.amazon.com/secrets-manager,leader,Cloud security,Managed secrets management,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Microsoft Sentinel,https://azure.microsoft.com/products/microsoft-sentinel,leader,Security operations,Cloud SIEM and security operations,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Splunk Enterprise Security,https://www.splunk.com/en_us/products/enterprise-security.html,leader,Security operations,SIEM and security analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Google Chronicle,https://cloud.google.com/chronicle,leader,Security operations,Cloud SIEM and security operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,IBM QRadar,https://www.ibm.com/qradar,leader,Security operations,SIEM and security analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Elastic Security,https://www.elastic.co/security,challenger,Security operations,Security analytics and SIEM,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Sumo Logic,https://www.sumologic.com,challenger,Security operations,Cloud SIEM and log analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,LogRhythm,https://logrhythm.com,challenger,Security operations,SIEM and security operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Exabeam,https://www.exabeam.com,challenger,Security operations,SIEM and user behavior analytics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Rapid7 InsightIDR,https://www.rapid7.com/products/insightidr,challenger,Security operations,Detection and response,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
SIEM/security operations,Palo Alto Cortex XSIAM,https://www.paloaltonetworks.com/cortex/cortex-xsiam,leader,Security operations,AI-driven security operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,AWS RDS,https://aws.amazon.com/rds,leader,Developers,Managed relational databases,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,Azure Database,https://azure.microsoft.com/products/databases,leader,Developers,Managed databases,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,Google Cloud SQL,https://cloud.google.com/sql,leader,Developers,Managed relational databases,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,MongoDB Atlas,https://www.mongodb.com/atlas,leader,Developers,Managed document database,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,Supabase,https://supabase.com,challenger,Developers,Backend-as-a-service and Postgres,usage/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,Firebase,https://firebase.google.com,leader,Developers,Backend-as-a-service,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,PlanetScale,https://planetscale.com,challenger,Developers,Managed MySQL-compatible database,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,Neon,https://neon.com,challenger,Developers,Serverless Postgres,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,CockroachDB Cloud,https://www.cockroachlabs.com/cloud,challenger,Developers,Distributed SQL database,usage,Current commercial product—direct official URL captured,2026-08-17,Medium
Operational databases/BaaS,Appwrite Cloud,https://appwrite.io,challenger,Developers,Backend-as-a-service,subscription/self-hosted,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Luminance,https://www.luminance.com,leader,Enterprise legal,Contract review and legal AI,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Robin AI,https://www.robinai.com,challenger,Legal teams,Contract review and legal AI,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Ivo,https://www.ivo.ai,challenger,Legal teams,Contract review and legal AI,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Spellbook,https://www.spellbook.legal,challenger,Lawyers,AI contract drafting and review,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,LawGeex,https://www.lawgeex.com,challenger,Legal teams,AI contract review,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,LexCheck,https://www.lexcheck.com,challenger,Legal teams,AI contract review,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Evisort,https://www.evisort.com,challenger,Legal teams,AI contract intelligence,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Kira,https://www.litera.com/products/kira,leader,Enterprise legal,Contract analysis and extraction,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,Della,https://www.della.ai,challenger,Legal teams,Contract intelligence,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Legal AI,LegalOn,https://legalontech.com,challenger,Legal teams,AI contract review,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,PandaDoc,https://www.pandadoc.com,leader,Sales/revenue operations,Proposals quotes and sales documents,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,Proposify,https://www.proposify.com,challenger,Sales teams,Proposals and sales documents,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,Qwilr,https://qwilr.com,challenger,Sales teams,Interactive proposals and quotes,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,Conga,https://conga.com,leader,Enterprise revenue operations,CPQ and commercial documents,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,Salesforce Revenue Cloud,https://www.salesforce.com/revenue-cloud,leader,Enterprise revenue operations,CPQ and quote-to-cash,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,DealHub,https://dealhub.io,challenger,Revenue operations,CPQ and deal desk,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,Oracle CPQ,https://www.oracle.com/cx/sales/cpq,leader,Enterprise revenue operations,Configure price quote,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,QuoteWerks,https://www.quotewerks.com,niche,SMB sales,Quoting and proposals,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,Documill,https://www.documill.com,challenger,Enterprise revenue operations,Document generation and CPQ,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Proposal/CPQ,GetAccept,https://www.getaccept.com,challenger,Sales teams,Digital sales room proposals and e-signature,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Employee performance,Lattice,https://lattice.com,leader,People leaders,Performance engagement and development,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Employee performance,Culture Amp,https://www.cultureamp.com,leader,People leaders,Employee engagement and performance,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Employee performance,15Five,https://www.15five.com,challenger,People leaders,Performance management and engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Employee performance,Leapsome,https://www.leapsome.com,challenger,People leaders,Performance learning and engagement,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Employee performance,Betterworks,https://www.betterworks.com,challenger,Enterprise people leaders,Performance management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Forms/surveys,Typeform,https://www.typeform.com,leader,Marketing/research teams,Forms and surveys,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Forms/surveys,Qualtrics,https://www.qualtrics.com,leader,Enterprise research/experience teams,Surveys and experience management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Forms/surveys,SurveyMonkey,https://www.surveymonkey.com,leader,Research/marketing teams,Surveys,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Forms/surveys,Jotform,https://www.jotform.com,challenger,SMB/operations teams,Forms and workflow,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Forms/surveys,Tally,https://tally.so,challenger,SMB/creator teams,Forms and surveys,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Healthcare EHR,Epic,https://www.epic.com,leader,Hospitals/health systems,Clinical records and hospital operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Healthcare EHR,Oracle Health,https://www.oracle.com/health,leader,Hospitals/health systems,Clinical records and hospital operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Healthcare EHR,MEDITECH,https://ehr.meditech.com,leader,Hospitals/health systems,Electronic health records,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Healthcare EHR,athenahealth,https://www.athenahealth.com,leader,Ambulatory practices,Electronic health records and revenue cycle,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Healthcare EHR,eClinicalWorks,https://www.eclinicalworks.com,challenger,Ambulatory practices,Electronic health records and practice management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Property management,Yardi,https://www.yardi.com,leader,Property operators,Property management accounting and operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Property management,AppFolio,https://www.appfolio.com,leader,Property operators,Property management accounting and operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Property management,RealPage,https://www.realpage.com,leader,Property operators,Property management and resident operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Property management,MRI Software,https://www.mrisoftware.com,leader,Property operators,Property management and real-estate operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Property management,Buildium,https://www.buildium.com,challenger,Residential property managers,Property management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Construction management,Procore,https://www.procore.com,leader,Construction owners/contractors,Construction project and field management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Construction management,Autodesk Construction Cloud,https://construction.autodesk.com,leader,Construction owners/contractors,Construction management and design coordination,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Construction management,Buildertrend,https://www.buildertrend.com,challenger,Residential contractors,Construction management,subscription/contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Construction management,Oracle Primavera,https://www.oracle.com/construction-engineering/primavera-p6,leader,Enterprise construction/PMO,Project controls and scheduling,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Construction management,Trimble Viewpoint,https://www.viewpoint.com,challenger,Contractors,Construction ERP and management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Transportation/logistics,SAP Transportation Management,https://www.sap.com/products/scm/transportation-logistics.html,leader,Enterprise logistics,Transportation planning and execution,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Transportation/logistics,Oracle Transportation Management,https://www.oracle.com/scm/logistics/transportation-management,leader,Enterprise logistics,Transportation planning and execution,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Transportation/logistics,Blue Yonder,https://blueyonder.com,leader,Enterprise supply chain,Supply-chain planning and logistics,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Transportation/logistics,Manhattan Associates,https://www.manh.com,leader,Enterprise supply chain,Warehouse and transportation management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Transportation/logistics,e2open,https://www.e2open.com,challenger,Enterprise supply chain,Connected supply-chain platform,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Manufacturing/PLM,Siemens Teamcenter,https://plm.sw.siemens.com/en-US/teamcenter,leader,Manufacturing engineering,Product lifecycle management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Manufacturing/PLM,PTC Windchill,https://www.ptc.com/en/products/windchill,leader,Manufacturing engineering,Product lifecycle management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Manufacturing/PLM,Dassault ENOVIA,https://www.3ds.com/products/enovia,leader,Manufacturing engineering,Product lifecycle management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Manufacturing/PLM,Autodesk Fusion,https://www.autodesk.com/products/fusion-360/overview,leader,Product engineering,Design/manufacturing lifecycle,subscription,Current commercial product—direct official URL captured,2026-08-17,Medium
Manufacturing/PLM,Aras Innovator,https://www.aras.com,challenger,Manufacturing engineering,Product lifecycle management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Education/LMS,Canvas,https://www.instructure.com/canvas,leader,Education/L&D,Learning management system,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Education/LMS,Blackboard Learn,https://www.anthology.com/products/teaching-and-learning/learning-effectiveness/blackboard-learn,leader,Education/L&D,Learning management system,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Education/LMS,D2L Brightspace,https://www.d2l.com/brightspace,leader,Education/L&D,Learning management system,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Education/LMS,Moodle Workplace,https://moodle.com/solutions/workplace,challenger,Enterprise L&D,Learning management system,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Education/LMS,Docebo,https://www.docebo.com,challenger,Enterprise L&D,Learning management system,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Public-sector case/grants,Salesforce Government Cloud,https://www.salesforce.com/government,leader,Government agencies,Constituent case and grants operations,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Public-sector case/grants,ServiceNow Public Sector,https://www.servicenow.com/industries/public-sector.html,leader,Government agencies,Public-sector workflow and case management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Public-sector case/grants,Granicus,https://granicus.com,leader,Government agencies,Digital government and constituent services,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Public-sector case/grants,Tyler Technologies,https://www.tylertech.com,leader,Government agencies,Public-sector administration and case management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Public-sector case/grants,Accela,https://www.accela.com,leader,Government agencies,Permitting licensing and civic workflows,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design asset management,Bynder,https://www.bynder.com,leader,Marketing/creative operations,Digital asset management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design asset management,Brandfolder,https://brandfolder.com,challenger,Marketing/creative operations,Digital asset management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design asset management,Canto,https://www.canto.com,challenger,Marketing/creative operations,Digital asset management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design asset management,Aprimo,https://www.aprimo.com,challenger,Enterprise marketing,Digital asset and marketing resource management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
Design asset management,Acquia DAM,https://www.acquia.com/products/dam,challenger,Marketing/creative operations,Digital asset management,contact-sales,Current commercial product—direct official URL captured,2026-08-17,Medium
